Slot,Query_Kind,Index,Startpoint_Pin,Endpoint_Pin,Startpoint_Clock,Endpoint_Clock,Datapath_Delay_ns,Requirement_ns,Slack_ns,Logic_Levels,Exception,Endpoint_Role,Path_Type
"3","ORIGINAL_GROUP_SCOPE","16","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/source_ownership_fatal_event_reg/D","userclk1","nvp_vclk1","5.670","6.000","0.406","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","17","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/source_ownership_fatal_event_reg/D","userclk1","nvp_vclk1","5.670","6.000","0.406","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","18","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/source_ownership_fatal_event_reg/D","userclk1","nvp_vclk1","5.670","6.000","0.406","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","19","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/source_ownership_fatal_event_reg/D","userclk1","nvp_vclk1","5.670","6.000","0.406","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","20","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/source_ownership_fatal_event_reg/D","userclk1","nvp_vclk1","5.670","6.000","0.406","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","21","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/source_ownership_fatal_event_reg/D","userclk1","nvp_vclk1","5.670","6.000","0.406","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","22","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/enable_applied_source_reg/D","userclk1","nvp_vclk1","5.599","6.000","0.431","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","23","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/enable_applied_source_reg/D","userclk1","nvp_vclk1","5.599","6.000","0.431","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","24","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/enable_applied_source_reg/D","userclk1","nvp_vclk1","5.599","6.000","0.431","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","25","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/enable_applied_source_reg/D","userclk1","nvp_vclk1","5.599","6.000","0.431","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","26","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/enable_applied_source_reg/D","userclk1","nvp_vclk1","5.599","6.000","0.431","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","27","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/enable_applied_source_reg/D","userclk1","nvp_vclk1","5.599","6.000","0.431","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","28","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/enable_applied_source_reg/D","userclk1","nvp_vclk1","5.599","6.000","0.431","9","MaxDelay Path 6.000ns -datapath_only","MISMATCH_CONTAINMENT","N/A"
"3","ORIGINAL_GROUP_SCOPE","29","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][1]/D","userclk1","nvp_vclk1","5.515","6.000","0.557","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","30","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][1]/D","userclk1","nvp_vclk1","5.515","6.000","0.557","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","31","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][1]/D","userclk1","nvp_vclk1","5.515","6.000","0.557","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","32","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][1]/D","userclk1","nvp_vclk1","5.515","6.000","0.557","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","33","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][1]/D","userclk1","nvp_vclk1","5.515","6.000","0.557","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","34","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][1]/D","userclk1","nvp_vclk1","5.515","6.000","0.557","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","35","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][1]/D","userclk1","nvp_vclk1","5.515","6.000","0.557","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","36","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][0]/D","userclk1","nvp_vclk1","5.459","6.000","0.613","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","37","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][0]/D","userclk1","nvp_vclk1","5.459","6.000","0.613","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","38","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][0]/D","userclk1","nvp_vclk1","5.459","6.000","0.613","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","39","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][0]/D","userclk1","nvp_vclk1","5.459","6.000","0.613","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","40","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][0]/D","userclk1","nvp_vclk1","5.459","6.000","0.613","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","41","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][0]/D","userclk1","nvp_vclk1","5.459","6.000","0.613","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","42","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][0]/D","userclk1","nvp_vclk1","5.459","6.000","0.613","8","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","43","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][2]/D","userclk1","nvp_vclk1","4.827","6.000","1.205","7","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","44","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][2]/D","userclk1","nvp_vclk1","4.827","6.000","1.205","7","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","45","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][2]/D","userclk1","nvp_vclk1","4.827","6.000","1.205","7","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","46","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][2]/D","userclk1","nvp_vclk1","4.827","6.000","1.205","7","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","47","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][2]/D","userclk1","nvp_vclk1","4.827","6.000","1.205","7","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","48","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][2]/D","userclk1","nvp_vclk1","4.827","6.000","1.205","7","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
"3","ORIGINAL_GROUP_SCOPE","49","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]/C","G2B_ONECH_C2H/slot_state_source_reg[3][2]/D","userclk1","nvp_vclk1","4.827","6.000","1.205","7","MaxDelay Path 6.000ns -datapath_only","NORMAL_STATE_TRANSITION","N/A"
